Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count,author_id,context_annotations
2022-06-02 07:29:00+00:00,1532262993160855553,"In addition to #LongCovid, there is also ""Long Ebola"" or ""Long EBV."" Now a study has named the biomarkers which indicate  #MECFS in EBV. Such studies give hope that existing drugs can be screened in the market that also help with #LongCovid.
https://t.co/XJXBkDFmet",,0,0,0,1354697491392966656,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-06-02 07:24:20+00:00,1532261820274069504,Tom Brady the Terrible died from Ebola in 300 AD.,,0,0,0,4893877534,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '768503359732985856', 'name': 'Tom Brady', 'description': 'Tom Brady'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '768503359732985856', 'name': 'Tom Brady', 'description': 'Tom Brady'}}]"
2022-06-02 07:00:45+00:00,1532255886533464064,Took Ebola and diseases to savings!  Iowans and Idahoans are housed with food! https://t.co/W1yXTjHbhC,,0,0,0,1003873366334320640,"[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856861547208916992', 'name': 'Hawaii', 'description': 'Hawaii'}}]"
2022-06-02 06:54:36+00:00,1532254335563771905,"My fafther broke his arm byu [playing Star Fox Zero, For The Nintendo Wii U. the controls gave my wife Ebola",,0,0,0,3165276322,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026713294', 'name': 'Nintendo'}}, {'domain': {'id': '78', 'name': 'Video Game Publisher', 'description': ""A Video Game Publisher like 'Activision'""}, 'entity': {'id': '10026713294', 'name': 'Nintendo'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '10024011469', 'name': 'Nintendo Wii'}}]"
2022-06-02 06:52:46+00:00,1532253876417572865,"CIA Nikita took hate and all Niggaz constructs to savings!  Savings will feed and house the ""working sick""!  Ebola is in Australia and Hawaii now!  These Niggaz are killers to live, with no works!  Sugar comes from Hawaii but Hawaiians didn't make sugar, Egyptians did.",,0,0,0,1003873366334320640,"[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '856861547208916992', 'name': 'Hawaii', 'description': 'Hawaii'}}]"
2022-06-02 06:40:20+00:00,1532250747852599296,"Today's 🧵 of #GoodNews ...

🌍 Congolese doctor @JeanMuyembe discovered #Ebola 40 years ago. He says that the fight is over: ""I have been a witness [to] this terrifying and deadly disease... I can say today: it's defeated, preventable and curable.""
https://t.co/p9qw3Ytf2R",,1,1,4,288540422,[]
2022-06-02 06:39:10+00:00,1532250451252457472,Kendall Jenner reveal him and his family had Ebola this year,,0,0,0,1306666336668573697,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '806576236583489536', 'name': 'Kendall Jenner', 'description': 'Kendall Jenner'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '806576236583489536', 'name': 'Kendall Jenner', 'description': 'Kendall Jenner'}}]"
2022-06-02 06:28:26+00:00,1532247753681780738,"'Ebola is defeated,' says Congolese professor who discovered the virus https://t.co/VemaJ2suqQ",,0,0,0,2544556200,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-06-02 06:09:14+00:00,1532242919540895750,How will the world end? Flaming ebola.,,0,0,0,917427265843159042,[]
2022-06-02 06:08:32+00:00,1532242745565270016,What is acquired hemochromatosis if not Ebola hemorrhagic fever persevering?,,1,0,0,1367817218277392387,[]
