Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count,author_id,context_annotations
2022-06-23 07:19:42+00:00,1539870797657001986,No case of Ebola in Ghana – Ghana Health Service | More here: https://t.co/jbmXCUrZDU #CitiCBS,,0,1,3,104872280,[]
2022-06-23 07:19:33+00:00,1539870761699229699,No case of Ebola in Ghana – Ghana Health Service | More here: https://t.co/669Rngy09r #BreakfastDaily,,0,0,2,974995792380473345,[]
2022-06-23 07:13:44+00:00,1539869299149574144,No Ebola in Ghana; it’s only a simulation exercise – GHS https://t.co/oSMfmIbm1k,,0,0,0,1203673427753738240,[]
2022-06-23 07:11:56+00:00,1539868842536493058,"#Ghana has not recorded any cases of an #Ebola outbreak, said a senior #health official.

Photo: @WHOAFRO https://t.co/5Q1JHBSe1Q",,0,0,3,141584822,[]
2022-06-23 06:29:29+00:00,1539858161313751040,"Of course, @tv3_ghana finds it just normal to move on without any apology on the supposed #Ebola outbreak story. Ethics thrown into the dustbin. 🤦‍♂️🤦‍♂️",,0,0,0,92002056,[]
2022-06-23 06:27:25+00:00,1539857643052974080,"No Ebola in Ghana says GHS, one monkey pox case in Bono, Illegal structures on 200 acre CSIR demolished, minority demands breakdown of COVID funds spent, Ghana records 200 Covid-19 cases daily #GTVbreakfast #GTV",,3,1,2,789434097793982464,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1219057585707315201', 'name': 'COVID-19: Latest news updates from around the world', 'description': 'This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19'}}]"
2022-06-23 06:16:30+00:00,1539854891887239168,"📰 The Daily Statesman 

📌 Nothing fishy in Covid expenditure - Finance Minister  

📌 GHS: No Ebola outbreak in Ghana 

#HappyHMS #eTVGhana https://t.co/aPummjxGbg",,0,0,0,398869127,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1219057585707315201', 'name': 'COVID-19: Latest news updates from around the world', 'description': 'This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19'}}]"
2022-06-23 06:12:57+00:00,1539854001524867074,"Stop #coronavirus RT!

Call for the resignation of Tedros Adhanom Ghebreyesus, #WHO Director General
⬇⬇✒
https://t.co/NkaCorRIb5

#coronaviruschina #Pndahugger

#coronachan #corona_chan #コロナちゃん #コロナウィルスちゃん #Ebola #ebolachan #エボラちゃん
https://t.co/aH7GNGE3rw",,0,0,0,331916700,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-06-23 06:04:12+00:00,1539851798143434757,No case of Ebola in Ghana – Ghana Health Service https://t.co/lzLLdAgA3U,,0,0,0,1519682767734333441,[]
2022-06-23 05:50:57+00:00,1539848466167648257,My money is in Ebola https://t.co/Jdb4LDtehq,,0,0,0,1284905393571979265,"[{'domain': {'id': '156', 'name': 'Cities', 'description': 'Cities around the world'}, 'entity': {'id': '855412191050121217', 'name': 'London', 'description': 'london'}}]"
2022-06-23 05:32:21+00:00,1539843782551539712,"Stupid question, but have we looked into ticks as being a host to Ebola?",,0,0,0,2391800132,[]
2022-06-23 05:29:42+00:00,1539843117850959872,Latest epidemic first covid then covid verients now chicken pox and monkey pox and to top the list POLIO are all this viruses linked in some way can small pox or ebola be next,,0,0,0,1462314378800340992,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1219057585707315201', 'name': 'COVID-19: Latest news updates from around the world', 'description': 'This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19'}}]"
2022-06-23 05:25:29+00:00,1539842053277982720,10 Places to Hide From the Flesh-Eating #Ebola Plague https://t.co/a85M6t9lyw #theebolaepidemic,,0,0,0,2600774869,[]
2022-06-23 05:21:32+00:00,1539841061895319552,Ebola Chronic mayonaoise man eat panteat panteat panteat pant Godelayer @pauljac3_  eat pant.  bort mayonnaise samsung I will  Post-treatment. bort samsung  Biochemical. bort samsung  Chromosome 6. v https://t.co/vGb2dhstwP,,0,1,0,1492220485945470982,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1174344555111469057', 'name': 'Samsung Indonesia'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364234', 'name': 'Samsung '}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10045298641', 'name': 'Samsung USA'}}]"
2022-06-23 05:13:41+00:00,1539839083656396800,"Ghana has not recorded any Ebola case: Official
#Africa #EbolaCase #Ghana #NewsKarnataka
https://t.co/4exJybRHLk",,0,0,0,631908927,[]
2022-06-23 05:09:59+00:00,1539838153477050368,Gutted Can’t believe it’s polio I had Ebola in the sweep this is as bad as the time I had Susan Boyle and diversity won Britain’s got talent,,0,0,0,1470131759719321612,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029316107', 'name': ""Britain's Got Talent"", 'description': 'Entertainers compete for a cash prize and a chance to appear at the Royal Variety Performance.\n\n'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10037013945', 'name': ""Britain's Got Talent (TV3)""}}]"
2022-06-23 05:06:56+00:00,1539837386049429504,"BAT is the major carrier of ebola virus that killed alot of people globally, just imagine what ancestral spirit BAT2023 will do to nigerians, it will be horrible. God forbid, youth says no more ancestral spirit as president.
#doggy #thiefnubu #breastislife #fearwomen",,0,0,1,1028946733408116736,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '852262932607926273', 'name': 'Pets', 'description': 'Pets'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '853980498816679937', 'name': 'Dogs', 'description': 'Dogs'}}]"
2022-06-23 04:54:47+00:00,1539834329957863424,"I am grateful Monkey Pox is our only concern at this point. If Russia hadn't destroyed the US bioweapon labs in Ukraine, we could be facing lab created Ebola. 
Trump always made getting the vax voluntary. Democrats forced it on us. I haven't lost hope yet.",,0,0,0,1271796108264521730,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1484601166080081920', 'name': 'Russo-Ukrainian conflict'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1539039621329190913', 'name': 'Prebunk Trigger Misinformation: Ukraine War', 'description': 'This page tracks conversations related to KGO misinformation and disinformation narratives surrounding the war in Ukraine. '}}]"
2022-06-23 04:52:58+00:00,1539833873810370560,My Dad told me that I started Ebola,,0,0,0,3010876592,[]
2022-06-23 04:48:32+00:00,1539832754858508288,my arm itches I think i have Ebola,,0,0,0,2747394897,[]
2022-06-23 04:22:23+00:00,1539826176797118465,That syringe could have Ebola in it and I’m still in there thank you nurse https://t.co/pfTrucp5Ip,,1,4,10,1530852391226155009,[]
2022-06-23 04:15:59+00:00,1539824564393238528,"Disease X is now classed as serious as Lassa fever in Nigeria and Ebola, which killed more than 11,000 people in Africa between 2013 and 2016.",,0,0,0,1502769983880790018,[]
2022-06-23 03:56:22+00:00,1539819627257073665,"Ads for podcasts aimed twords affluent middle aged white women be wild like ""Janet lied and said she had ebola, and now her victims are scarred for life. Will you join the fight for justice, and listen to TrueCrimePod10003 or will you turn a blind eye to this vile slander?""",,0,1,0,1196982994247942146,[]
2022-06-23 03:29:29+00:00,1539812861689470978,"Trump dismantled everything the Obama/Biden had set up to protect us from another potential outbreak,like Ebola.They saved around a million lives. Trump is responsible for all of the around 400million dead during his term. His team didnt read the briefs. https://t.co/kmvICyAdoC",,0,0,0,1473404337460187138,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10038764303', 'name': 'Barack Obama', 'description': 'Former US President Barack Obama'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10038764303', 'name': 'Barack Obama', 'description': 'Former US President Barack Obama'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'US President Joe Biden'}}]"
2022-06-23 03:25:48+00:00,1539811934320689152,"Ebola reinfections are also severe

As would be reinfections with superantigenic viruses that distort T cell function

In sars, it was unknown whether the adaptive compartment was contributing to disease. With SARS 2 it was proven with Abatacept
https://t.co/32CGVd46v3 https://t.co/VHCZRRX4M3",,23,4,116,88589013,[]
